env_id,agent,lam,n_seeds,total_steps,elapsed_sec_mean,cost_return_iqm,cost_return_ci_lo,cost_return_ci_hi,cost_return_mean,raw_return_iqm,raw_return_ci_lo,raw_return_ci_hi,raw_return_mean,n_actions_iqm,n_actions_ci_lo,n_actions_ci_hi,n_actions_mean,solved_iqm,solved_ci_lo,solved_ci_hi,solved_mean,best_rule_name
MountainCar-v0@switch,dqn,0.0,10,300000,1104.9,-164.94000000000003,-181.42333333333332,-147.31777777777776,-165.13466666666665,-164.94000000000003,-181.42333333333332,-147.31777777777776,-165.13466666666665,4.511111111111112,2.904444444444444,7.284444444444444,5.168666666666667,0.5844444444444444,0.37111111111111117,0.7477777777777778,0.5486666666666667,
MountainCar-v0@switch,dqn,2.0,10,300000,1107.2,-201.33333333333334,-202.0,-200.33333333333334,-201.2,-200.0,-200.0,-200.0,-200.0,0.6666666666666666,0.16666666666666666,1.0,0.6,0.0,0.0,0.0,0.0,
MountainCar-v0@switch,dqn,5.0,10,300000,1102.3,-203.33333333333334,-205.0,-200.83333333333334,-203.0,-200.0,-200.0,-200.0,-200.0,0.6666666666666666,0.16666666666666666,1.0,0.6,0.0,0.0,0.0,0.0,
MountainCar-v0@switch,dqn,10.0,10,300000,1107.7,-206.66666666666666,-210.0,-201.66666666666666,-206.0,-200.0,-200.0,-200.0,-200.0,0.6666666666666666,0.16666666666666666,1.0,0.6,0.0,0.0,0.0,0.0,
MountainCar-v0@switch,dqn,18.0,10,300000,1114.3,-212.0,-218.0,-203.0,-210.8,-200.0,-200.0,-200.0,-200.0,0.6666666666666666,0.16666666666666666,1.0,0.6,0.0,0.0,0.0,0.0,
MountainCar-v0@switch,dqn,26.0,10,300000,1114.2,-217.33333333333334,-226.0,-204.33333333333334,-215.6,-200.0,-200.0,-200.0,-200.0,0.6666666666666666,0.16666666666666666,1.0,0.6,0.0,0.0,0.0,0.0,
MountainCar-v0@switch,lazy,0.0,10,300000,1105.4,-127.86444444444446,-151.5911111111111,-117.76666666666667,-134.94133333333335,-127.86444444444446,-151.5911111111111,-117.76666666666667,-134.94133333333335,3.6888888888888887,3.2466666666666666,4.25,3.7546666666666666,0.938888888888889,0.6644444444444445,0.9977777777777778,0.8219999999999998,
MountainCar-v0@switch,lazy,2.0,10,300000,1110.4,-190.65222222222224,-201.66666666666666,-156.11222222222224,-180.448,-187.87222222222223,-200.0,-150.21222222222227,-177.08933333333334,1.1666666666666667,0.3333333333333333,2.78,1.6793333333333333,0.16666666666666666,0.0,0.6666666666666666,0.3,
MountainCar-v0@switch,lazy,5.0,10,300000,1106.6,-194.01999999999998,-204.16666666666666,-166.57777777777778,-186.50666666666666,-188.24222222222224,-200.0,-152.84888888888892,-178.20666666666665,1.2133333333333332,0.3333333333333333,2.888888888888889,1.6600000000000001,0.14333333333333334,0.0,0.5966666666666667,0.2753333333333333,
MountainCar-v0@switch,lazy,10.0,10,300000,1113.0,-206.66666666666666,-219.3688888888889,-195.37555555555556,-206.84666666666666,-196.68999999999997,-200.0,-170.84555555555553,-184.49333333333334,1.268888888888889,0.3333333333333333,4.0088888888888885,2.235333333333333,0.08222222222222222,0.0,0.4877777777777778,0.24333333333333335,
MountainCar-v0@switch,lazy,18.0,10,300000,1097.8,-209.0,-222.95000000000002,-191.3166666666667,-208.56000000000003,-198.18999999999997,-200.0,-160.0,-182.904,1.1688888888888889,0.3333333333333333,2.3377777777777777,1.4253333333333333,0.049999999999999996,0.0,0.5,0.22999999999999998,
MountainCar-v0@switch,lazy,26.0,10,300000,1104.1,-214.92444444444445,-240.21555555555554,-201.92444444444445,-223.92200000000003,-189.38222222222223,-200.0,-154.5955555555556,-178.63,1.1688888888888889,0.3333333333333333,2.7544444444444447,1.7420000000000002,0.16,0.0,0.6533333333333333,0.296,
